Genes,log2foldChange,pValues,FDR
ENSG00000225493.1,2.580133433,2.03E-06,4.15E-06
ENSG00000225552.1,3.65118502,1.87E-06,3.85E-06
ENSG00000225578.1,1.13970609,0.001106211,0.001743326
ENSG00000225643.1,1.864844791,3.31E-09,8.71E-09
ENSG00000225673.3,2.707735976,0.000967956,0.001534749
ENSG00000225727.3,4.717091143,4.64E-05,8.40E-05
ENSG00000225750.1,3.418027305,3.51E-21,2.87E-20
ENSG00000225798.1,1.14870525,0.008330682,0.011877573
ENSG00000225849.2,3.161914098,1.08E-20,8.46E-20
ENSG00000225877.3,1.723688665,1.99E-25,2.74E-24
ENSG00000225893.1,4.31674123,1.11E-24,1.37E-23
ENSG00000225969.3,6.126710116,0.000111713,0.000194768
ENSG00000226005.6,5.444815427,3.50E-30,1.06E-28
ENSG00000226031.5,3.379014574,1.08E-09,2.98E-09
ENSG00000226051.10,1.19929436,2.04E-05,3.83E-05
ENSG00000226089.2,2.441931481,7.55E-14,2.96E-13
ENSG00000226091.7,1.05152027,0.001050218,0.001659005
ENSG00000226121.2,2.538118421,1.66E-09,4.50E-09
ENSG00000226133.6,2.579186688,1.61E-28,3.59E-27
ENSG00000226159.2,2.104814824,0.004812733,0.007060717
ENSG00000226167.1,1.114055595,3.73E-11,1.16E-10
ENSG00000226194.6,2.619563427,1.66E-09,4.50E-09
ENSG00000226261.1,1.625941781,2.08E-19,1.41E-18
ENSG00000226278.1,1.048339311,3.07E-07,6.79E-07
ENSG00000226393.1,1.562194003,1.22E-11,3.97E-11
ENSG00000226443.3,1.355229301,5.22E-17,2.76E-16
ENSG00000226482.1,4.416455036,6.77E-22,6.01E-21
ENSG00000226508.1,1.004841794,5.63E-14,2.23E-13
ENSG00000226541.1,1.839105329,3.90E-24,4.53E-23
ENSG00000226564.1,1.135671519,0.001363261,0.002127759
ENSG00000226581.4,2.700150486,1.16E-06,2.44E-06
ENSG00000226604.2,1.459048255,2.34E-09,6.25E-09
ENSG00000226642.1,1.294628065,3.88E-12,1.32E-11
ENSG00000226683.2,1.697795151,1.80E-20,1.38E-19
ENSG00000226747.6,1.176223789,1.19E-07,2.74E-07
ENSG00000226759.8,1.276706666,7.96E-15,3.42E-14
ENSG00000226769.1,1.601285045,2.07E-07,4.66E-07
ENSG00000226791.9,2.23872581,2.37E-20,1.79E-19
ENSG00000226823.1,1.066479004,5.71E-11,1.76E-10
ENSG00000226862.1,1.458785013,6.18E-15,2.68E-14
ENSG00000226864.3,1.583088665,7.53E-06,1.46E-05
ENSG00000226877.9,1.321010908,7.85E-15,3.37E-14
ENSG00000226928.1,2.013721851,1.96E-20,1.49E-19
ENSG00000227001.3,1.132880724,0.004492275,0.006612716
ENSG00000227036.10,2.287470234,5.33E-32,2.46E-30
ENSG00000227082.3,3.849515159,5.29E-10,1.50E-09
ENSG00000227094.1,1.854607932,2.12E-13,8.01E-13
ENSG00000227097.5,1.213912294,0.004466463,0.006577562
ENSG00000227141.2,1.167784869,0.001733166,0.002674344
ENSG00000227227.1,1.43872801,0.018775478,0.025631491
ENSG00000227253.3,1.292093013,0.001316209,0.002057356
ENSG00000227487.4,3.068938131,3.77E-14,1.52E-13
ENSG00000227521.2,1.969179368,7.89E-18,4.55E-17
ENSG00000227591.6,3.535717398,3.36E-08,8.10E-08
ENSG00000227598.1,1.297371306,0.003977657,0.005886548
ENSG00000227599.1,4.790970683,8.21E-18,4.73E-17
ENSG00000227630.4,5.314830897,2.70E-09,7.19E-09
ENSG00000227644.2,3.842167594,2.50E-24,2.97E-23
ENSG00000227709.4,3.082579434,1.04E-26,1.71E-25
ENSG00000227744.4,3.009787591,3.12E-20,2.32E-19
ENSG00000227773.1,3.658832306,0.000909473,0.001446057
ENSG00000227795.1,4.370955119,8.80E-31,3.09E-29
ENSG00000227863.3,1.556975969,4.29E-15,1.89E-14
ENSG00000227908.5,1.214740431,2.60E-07,5.78E-07
ENSG00000227929.4,1.306980098,1.32E-05,2.53E-05
ENSG00000227954.7,1.193696579,1.06E-08,2.67E-08
ENSG00000227999.1,1.169553531,3.45E-07,7.60E-07
ENSG00000228027.1,2.156618302,1.70E-31,6.91E-30
ENSG00000228035.1,1.091121448,6.85E-14,2.69E-13
ENSG00000228069.1,1.022794991,0.048557204,0.062738985
ENSG00000228086.1,1.283767744,6.37E-07,1.37E-06
ENSG00000228149.1,1.610771827,8.34E-13,3.00E-12
ENSG00000228166.1,2.033907556,3.38E-06,6.78E-06
ENSG00000228170.1,2.232927159,3.63E-05,6.64E-05
ENSG00000228174.7,3.069257153,1.03E-26,1.70E-25
ENSG00000228198.3,6.398123327,1.75E-17,9.71E-17
ENSG00000228201.1,2.513972041,0.026701137,0.035718361
ENSG00000228203.8,1.998108284,4.66E-16,2.25E-15
ENSG00000228218.1,1.995934969,0.000665362,0.00107373
ENSG00000228232.1,2.82093302,5.36E-29,1.30E-27
ENSG00000228264.1,1.020922186,0.029665561,0.039473858
ENSG00000228316.1,1.111116988,0.00052841,0.000861654
ENSG00000228330.1,2.347198975,0.004203438,0.006204816
ENSG00000228334.3,1.901209798,3.75E-05,6.85E-05
ENSG00000228336.2,1.735782337,2.23E-15,1.01E-14
ENSG00000228339.1,1.02454513,4.94E-08,1.17E-07
ENSG00000228351.3,1.059453873,5.74E-10,1.62E-09
ENSG00000228407.2,1.155659246,1.42E-06,2.96E-06
ENSG00000228522.3,3.813585783,2.74E-17,1.50E-16
ENSG00000228561.2,1.231317245,0.008020062,0.011457606
ENSG00000228568.1,1.355781811,2.86E-05,5.29E-05
ENSG00000228723.6,1.835129741,3.03E-05,5.58E-05
ENSG00000228751.1,2.498854273,1.41E-07,3.21E-07
ENSG00000228872.2,1.069232699,1.28E-06,2.67E-06
ENSG00000228917.1,2.362405214,1.91E-09,5.13E-09
ENSG00000228937.1,1.382652337,1.35E-08,3.37E-08
ENSG00000228950.1,1.491468189,2.13E-14,8.80E-14
ENSG00000228986.1,3.208999449,3.26E-06,6.56E-06
ENSG00000229019.1,6.426144075,5.99E-31,2.19E-29
ENSG00000229023.1,5.656285972,7.61E-22,6.71E-21
ENSG00000229042.2,1.002249083,1.46E-11,4.71E-11
ENSG00000229116.3,1.446718936,1.91E-20,1.46E-19
ENSG00000229132.2,1.34367165,5.22E-15,2.29E-14
ENSG00000229190.1,2.200865511,2.42E-17,1.33E-16
ENSG00000229220.1,1.211646329,6.83E-18,3.97E-17
ENSG00000229221.1,6.054330183,7.32E-10,2.05E-09
ENSG00000229224.2,1.110950139,1.21E-11,3.95E-11
ENSG00000229230.3,1.368798335,3.29E-17,1.77E-16
ENSG00000229267.3,1.488111235,2.95E-10,8.54E-10
ENSG00000229422.2,1.642020654,2.90E-10,8.39E-10
ENSG00000229453.3,6.954656549,0.001258491,0.001971358
ENSG00000229484.3,1.508305128,6.60E-09,1.69E-08
ENSG00000229498.1,1.533468601,7.83E-28,1.55E-26
ENSG00000229558.2,1.833036411,1.97E-18,1.21E-17
ENSG00000229567.1,1.719807164,3.40E-13,1.26E-12
ENSG00000229569.1,1.150009961,2.73E-05,5.05E-05
ENSG00000229644.6,2.076905826,0.000131721,0.000228146
ENSG00000229647.3,1.580613056,9.17E-08,2.12E-07
ENSG00000229720.1,1.37993128,0.003708216,0.005510669
ENSG00000229727.7,4.707313522,6.40E-05,0.000114166
ENSG00000229751.1,1.397728776,0.013675006,0.018993167
ENSG00000229832.1,2.459409071,1.30E-10,3.88E-10
ENSG00000229863.1,1.904473576,1.09E-12,3.88E-12
ENSG00000229892.1,1.152210689,1.93E-14,7.99E-14
ENSG00000229975.1,1.412004229,1.87E-22,1.77E-21
ENSG00000229990.3,1.297021751,3.90E-10,1.11E-09
ENSG00000230020.1,1.271126919,2.58E-05,4.78E-05
ENSG00000230061.2,1.911690985,1.84E-10,5.42E-10
ENSG00000230076.1,1.759523326,3.63E-05,6.64E-05
ENSG00000230077.1,1.833244885,1.71E-19,1.17E-18
ENSG00000230147.2,1.037044454,1.95E-09,5.24E-09
ENSG00000230183.4,2.06248511,9.41E-08,2.18E-07
ENSG00000230205.1,3.780408235,7.08E-25,8.99E-24
ENSG00000230258.6,1.440713794,1.20E-24,1.47E-23
ENSG00000230330.1,1.041189145,0.000443464,0.000728911
ENSG00000230398.1,1.860767242,1.33E-14,5.59E-14
ENSG00000230461.10,1.758440207,1.91E-17,1.06E-16
ENSG00000230484.2,1.151184182,5.58E-15,2.43E-14
ENSG00000230550.2,4.524389768,1.13E-08,2.83E-08
ENSG00000230575.1,3.478927713,0.003068855,0.004602682
ENSG00000230597.1,1.211274893,1.31E-09,3.58E-09
ENSG00000230637.2,1.381174165,0.048767098,0.063002218
ENSG00000230684.1,1.44053721,7.17E-07,1.54E-06
ENSG00000230694.1,1.658738549,0.000561849,0.000913269
ENSG00000230710.2,1.631961589,5.15E-16,2.48E-15
ENSG00000230747.1,1.399896528,0.010709821,0.015073464
ENSG00000230787.1,2.018814055,8.10E-22,7.11E-21
ENSG00000230836.1,1.822168034,0.037786129,0.049580251
ENSG00000230873.9,1.176521496,1.11E-06,2.34E-06
ENSG00000230881.1,1.413254699,0.001214791,0.001906214
ENSG00000230922.1,3.024331493,2.84E-22,2.63E-21
ENSG00000231079.7,1.994616952,1.42E-07,3.24E-07
ENSG00000231087.2,1.417438396,0.036615457,0.048147167
ENSG00000231106.3,2.896281562,0.007228567,0.010384421
ENSG00000231138.1,1.498452959,2.83E-06,5.71E-06
ENSG00000231208.4,1.385685286,7.45E-12,2.48E-11
ENSG00000231236.2,2.75573513,1.12E-26,1.84E-25
ENSG00000231252.4,1.23079139,3.42E-13,1.27E-12
ENSG00000231272.1,1.3179435,2.32E-06,4.72E-06
ENSG00000231304.2,1.971346808,0.02298257,0.030995445
ENSG00000231305.4,1.574231587,5.27E-07,1.14E-06
ENSG00000231344.1,1.105604529,1.49E-06,3.09E-06
ENSG00000231364.3,1.954523761,1.04E-08,2.63E-08
ENSG00000231369.1,1.130623721,2.70E-05,5.01E-05
ENSG00000231437.3,1.118081865,2.87E-11,9.05E-11
ENSG00000231453.1,1.623788898,1.35E-12,4.76E-12
ENSG00000231473.5,6.854479049,4.75E-15,2.09E-14
ENSG00000231482.3,3.781273996,1.81E-14,7.51E-14
ENSG00000231519.1,1.802329291,8.78E-07,1.86E-06
ENSG00000231532.6,1.030813096,8.02E-18,4.62E-17
ENSG00000231534.1,1.029404222,7.88E-08,1.83E-07
ENSG00000231550.1,1.650018195,6.86E-08,1.61E-07
ENSG00000231561.2,2.561650352,9.18E-26,1.33E-24
ENSG00000231638.1,1.1023232,1.12E-08,2.81E-08
ENSG00000231682.1,1.603536693,3.29E-15,1.47E-14
ENSG00000231689.3,1.266917403,1.21E-13,4.67E-13
ENSG00000231726.2,1.027835205,4.05E-08,9.70E-08
ENSG00000231741.2,2.098441556,6.72E-26,9.95E-25
ENSG00000231749.3,2.364574936,1.26E-28,2.87E-27
ENSG00000231758.3,1.008339747,2.05E-06,4.20E-06
ENSG00000231789.4,2.595583256,0.002068899,0.003165638
ENSG00000231812.1,1.114019693,1.86E-09,5.02E-09
ENSG00000231817.9,1.858972008,0.003897289,0.005775136
ENSG00000231829.4,1.417862008,0.003897289,0.005775136
ENSG00000231924.10,2.032952305,2.73E-26,4.24E-25
ENSG00000231943.11,1.586663339,5.88E-29,1.42E-27
ENSG00000231948.2,1.30175436,5.87E-12,1.97E-11
ENSG00000231995.2,1.911594167,5.97E-20,4.30E-19
ENSG00000232037.3,2.493549794,1.39E-10,4.14E-10
ENSG00000232097.1,3.80803074,6.29E-17,3.31E-16
ENSG00000232117.2,2.172605222,6.46E-18,3.76E-17
ENSG00000232140.2,1.114495666,3.58E-09,9.40E-09
ENSG00000232163.2,1.473613491,1.66E-07,3.76E-07
ENSG00000232286.1,1.142492127,9.06E-17,4.69E-16
ENSG00000232352.3,2.30228533,1.97E-05,3.70E-05
ENSG00000232385.2,1.684195361,0.00224103,0.003413858
ENSG00000232386.9,1.120258633,0.004505231,0.006630516
ENSG00000232437.1,2.77450633,2.78E-11,8.78E-11
ENSG00000232439.1,1.125244574,0.010909087,0.015337028
ENSG00000232504.5,1.144087449,0.012018066,0.016808304
ENSG00000232536.1,2.230078007,3.91E-08,9.37E-08
ENSG00000232542.1,2.9936631,0.000563763,0.000916138
ENSG00000232613.7,1.453288539,2.39E-16,1.19E-15
ENSG00000232631.1,1.631830979,1.07E-25,1.54E-24
ENSG00000232633.4,5.457934027,1.42E-08,3.53E-08
ENSG00000232696.1,1.096212524,5.36E-08,1.27E-07
ENSG00000232716.2,1.714798444,7.68E-22,6.76E-21
ENSG00000232778.1,1.033781471,5.76E-08,1.36E-07
ENSG00000232795.1,1.636292129,2.04E-12,7.12E-12
ENSG00000232803.1,1.161414134,0.000182945,0.000312388
ENSG00000232872.2,2.282247878,4.33E-11,1.34E-10
ENSG00000232882.1,2.244692397,0.004277117,0.006309323
ENSG00000232884.11,1.700116791,3.59E-12,1.22E-11
ENSG00000232949.2,1.840272595,0.001312007,0.002051101
ENSG00000232977.7,1.043950536,1.66E-05,3.14E-05
ENSG00000233024.7,2.619930031,1.60E-08,3.95E-08
ENSG00000233041.8,1.164561867,3.94E-13,1.46E-12
ENSG00000233073.2,1.9369255,2.57E-12,8.89E-12
ENSG00000233079.3,1.096163145,9.97E-19,6.31E-18
ENSG00000233099.1,1.893820729,9.30E-24,1.03E-22
ENSG00000233148.2,1.186974682,1.25E-05,2.40E-05
ENSG00000233157.1,1.861945837,1.09E-12,3.88E-12
ENSG00000233232.8,1.738276785,6.25E-07,1.35E-06
ENSG00000233295.3,1.950281673,1.34E-17,7.51E-17
ENSG00000233330.1,1.024923726,2.06E-07,4.63E-07
ENSG00000233363.1,1.494749904,3.34E-12,1.14E-11
ENSG00000233384.3,1.491928829,2.48E-10,7.23E-10
ENSG00000233395.2,1.309708615,4.13E-14,1.66E-13
ENSG00000233416.1,1.107123473,7.24E-05,0.000128424
ENSG00000233435.2,1.461270392,0.004826524,0.007078579
ENSG00000233460.1,2.868913158,9.79E-18,5.60E-17
ENSG00000233461.6,1.567345184,2.10E-08,5.16E-08
ENSG00000233483.4,1.741082873,9.00E-05,0.000158342
ENSG00000233493.4,3.263586059,3.56E-08,8.56E-08
ENSG00000233496.1,1.015391585,1.23E-07,2.82E-07
ENSG00000233551.2,1.297424005,1.73E-08,4.27E-08
ENSG00000233554.6,1.253057218,0.002951968,0.004435834
ENSG00000233623.2,1.78790471,3.19E-05,5.87E-05
ENSG00000233635.2,1.393055216,0.007491082,0.010741923
ENSG00000233639.9,1.670966799,8.71E-21,6.86E-20
ENSG00000233644.1,1.462060343,7.46E-18,4.31E-17
ENSG00000233646.1,2.566728589,3.78E-05,6.90E-05
ENSG00000233670.7,1.992251398,1.46E-24,1.78E-23
ENSG00000233681.1,1.582250376,3.39E-21,2.78E-20
ENSG00000233705.9,1.786643797,4.37E-05,7.94E-05
ENSG00000233725.7,1.333553355,7.04E-05,0.000125207
ENSG00000233760.3,1.599875375,2.94E-23,3.06E-22
ENSG00000233848.1,1.128987169,0.000763193,0.001223686
ENSG00000233907.1,2.341757902,2.25E-08,5.52E-08
ENSG00000233926.2,3.516932854,6.03E-19,3.89E-18
ENSG00000233928.7,2.179938126,4.97E-24,5.72E-23
ENSG00000234003.1,1.002824476,0.004826524,0.007078579
ENSG00000234043.3,1.904152221,6.50E-16,3.10E-15
ENSG00000234052.2,2.79804221,5.53E-20,4.00E-19
ENSG00000234060.1,3.132156152,1.48E-11,4.80E-11
ENSG00000234083.1,1.87590236,1.83E-21,1.55E-20
ENSG00000234129.10,1.827375409,1.04E-20,8.11E-20
ENSG00000234167.1,2.422263158,0.001187716,0.001866212
ENSG00000234199.3,6.429988675,4.88E-05,8.82E-05
ENSG00000234253.1,1.006663691,4.08E-13,1.51E-12
ENSG00000234255.9,1.700400015,1.37E-17,7.68E-17
ENSG00000234271.1,1.096534516,0.000318186,0.000531021
ENSG00000234272.1,5.324171303,0.04609711,0.059721401
ENSG00000234293.1,2.001438678,2.02E-05,3.80E-05
ENSG00000234418.4,1.150339073,5.44E-10,1.54E-09
ENSG00000234445.1,2.535706477,1.05E-20,8.25E-20
ENSG00000234492.6,2.897131559,0.001476025,0.002294535
ENSG00000234607.2,4.691077538,0.000480059,0.000785945
ENSG00000234626.2,2.595624531,1.54E-10,4.56E-10
ENSG00000234632.1,2.258352952,0.009892004,0.013977595
ENSG00000234661.2,1.776099371,9.48E-24,1.05E-22
ENSG00000234724.1,1.063433942,0.020112567,0.027338793
ENSG00000234753.7,3.868702254,4.45E-08,1.06E-07
ENSG00000234770.1,4.660290775,1.03E-21,8.94E-21
ENSG00000234817.2,1.067509578,2.52E-05,4.69E-05
ENSG00000234835.1,1.852811825,3.71E-13,1.38E-12
ENSG00000234841.4,1.385390183,6.29E-08,1.48E-07
ENSG00000234848.1,1.954665215,2.60E-13,9.78E-13
ENSG00000234890.1,1.013824733,5.70E-10,1.61E-09
ENSG00000234900.1,1.279896438,7.05E-18,4.09E-17
ENSG00000235018.1,2.125063644,0.001429926,0.002226596
ENSG00000235141.1,1.731767427,1.75E-09,4.73E-09
ENSG00000235180.1,1.124730718,0.000702063,0.001130518
ENSG00000235183.3,2.309270514,0.001567407,0.002430309
ENSG00000235205.1,1.064906087,1.10E-14,4.67E-14
ENSG00000235257.11,3.863279821,3.07E-23,3.20E-22
ENSG00000235268.2,3.580411444,3.24E-13,1.21E-12
ENSG00000235271.6,3.421292826,4.92E-14,1.96E-13
ENSG00000235292.2,1.868417849,6.17E-06,1.21E-05
ENSG00000235403.1,1.58113235,5.98E-19,3.87E-18
ENSG00000235449.2,1.041416283,4.52E-14,1.81E-13
ENSG00000235527.7,1.128575249,0.000933687,0.001482635
ENSG00000235576.3,2.773438168,5.60E-05,0.000100563
ENSG00000235590.9,3.085313712,2.44E-06,4.95E-06
ENSG00000235688.3,5.373643184,1.33E-11,4.33E-11
ENSG00000235726.7,3.086511657,2.05E-13,7.75E-13
ENSG00000235749.3,1.402887148,7.45E-16,3.53E-15
ENSG00000235770.6,2.916299378,8.37E-10,2.32E-09
ENSG00000235848.4,2.233063356,6.09E-06,1.19E-05
ENSG00000235885.8,2.350468948,4.94E-05,8.92E-05
ENSG00000235890.2,1.187690708,3.37E-06,6.75E-06
ENSG00000235961.6,1.046791981,0.001124268,0.001770508
ENSG00000235997.4,1.081258986,0.007933239,0.011343079
ENSG00000236114.1,2.643751256,1.41E-17,7.92E-17
ENSG00000236165.1,1.298991073,1.74E-09,4.70E-09
ENSG00000236259.1,1.137678183,1.51E-13,5.78E-13
ENSG00000236295.1,1.239608719,1.40E-11,4.54E-11
ENSG00000236296.8,1.96597485,3.00E-05,5.54E-05
ENSG00000236320.4,5.931693645,0.00040103,0.000662074
ENSG00000236427.1,3.25579628,3.29E-14,1.33E-13
ENSG00000236444.5,1.523013959,1.81E-16,9.11E-16
ENSG00000236460.1,1.379874801,2.88E-15,1.30E-14
ENSG00000236466.2,1.21589539,1.40E-19,9.68E-19
ENSG00000236493.2,1.172141575,0.009944742,0.014047584
ENSG00000236556.1,3.441970368,3.92E-22,3.57E-21
ENSG00000236580.1,1.144191581,6.21E-14,2.45E-13
ENSG00000236665.1,1.897658616,4.08E-18,2.42E-17
ENSG00000236714.3,1.81403231,5.68E-17,3.00E-16
ENSG00000236754.5,1.53951741,6.42E-08,1.51E-07
ENSG00000236782.8,1.558107373,1.09E-09,3.00E-09
ENSG00000236806.1,1.415365967,7.02E-05,0.000124768
ENSG00000236818.1,4.61647274,3.40E-27,6.07E-26
ENSG00000236828.1,1.953479187,3.84E-27,6.79E-26
ENSG00000236965.4,1.640116081,0.039690034,0.051909643
ENSG00000236975.2,1.561757459,6.55E-12,2.19E-11
ENSG00000237001.7,3.693109094,1.62E-11,5.22E-11
ENSG00000237074.2,1.749857306,8.85E-16,4.16E-15
ENSG00000237174.7,5.151497164,2.26E-18,1.38E-17
ENSG00000237179.6,1.017692645,2.66E-17,1.45E-16
ENSG00000237188.5,2.004445494,0.003414906,0.00509305
ENSG00000237217.1,1.271066595,5.76E-06,1.13E-05
ENSG00000237226.1,1.003683191,1.83E-08,4.51E-08
ENSG00000237268.4,3.567832909,1.07E-11,3.52E-11
ENSG00000237336.1,1.531489783,0.028714349,0.038274567
ENSG00000237352.6,2.206131004,0.002609434,0.003948004
ENSG00000237373.1,4.211490993,2.23E-06,4.54E-06
ENSG00000237437.1,2.404956827,1.07E-06,2.25E-06
ENSG00000237506.3,1.208506134,7.05E-09,1.80E-08
ENSG00000237556.1,1.703983815,3.37E-15,1.50E-14
ENSG00000237560.9,2.16002846,6.32E-29,1.51E-27
ENSG00000237614.3,1.543986244,3.58E-14,1.45E-13
ENSG00000237628.2,2.383156067,1.60E-06,3.31E-06
ENSG00000237640.1,7.009807854,1.57E-11,5.07E-11
ENSG00000237649.8,1.378349688,3.02E-36,5.75E-34
ENSG00000237654.6,4.703309157,4.74E-19,3.10E-18
ENSG00000237663.2,1.027422604,1.30E-09,3.56E-09
ENSG00000237682.2,1.320840768,6.28E-07,1.35E-06
ENSG00000237731.1,2.751904588,2.93E-25,3.92E-24
ENSG00000237753.2,2.154853719,6.77E-19,4.35E-18
ENSG00000237772.2,1.886379897,9.46E-09,2.39E-08
ENSG00000237861.1,1.209998319,0.007656848,0.010968343
ENSG00000237870.6,3.851865558,1.90E-11,6.08E-11
ENSG00000237928.6,3.899115915,1.82E-14,7.56E-14
ENSG00000237940.3,2.40732849,2.72E-08,6.62E-08
ENSG00000237949.3,1.961372647,2.63E-23,2.75E-22
ENSG00000237977.1,1.747749716,0.002633208,0.003982009
ENSG00000237990.3,1.158751706,6.50E-16,3.10E-15
ENSG00000237992.3,1.91410454,1.50E-07,3.41E-07
ENSG00000238008.1,2.134288409,9.07E-10,2.51E-09
ENSG00000238010.1,1.271874873,2.21E-08,5.41E-08
ENSG00000238025.1,1.826189606,2.17E-19,1.46E-18
ENSG00000238090.1,2.326483732,5.59E-06,1.10E-05
ENSG00000238099.3,1.311026532,3.07E-06,6.18E-06
ENSG00000238156.1,3.942744819,9.31E-23,9.12E-22
ENSG00000238178.7,2.37639466,7.58E-24,8.50E-23
ENSG00000238258.1,1.061379028,7.22E-08,1.69E-07
ENSG00000238259.1,1.954428474,2.59E-07,5.76E-07
ENSG00000238285.1,1.032762081,1.99E-10,5.84E-10
ENSG00000238290.1,1.553685772,1.09E-05,2.10E-05
ENSG00000238297.2,2.195381701,9.16E-07,1.94E-06
ENSG00000238324.1,1.258347894,1.64E-09,4.43E-09
ENSG00000238405.1,1.085046651,0.001040016,0.001643566
ENSG00000238778.1,1.467753291,7.23E-16,3.43E-15
ENSG00000239268.5,1.786130413,1.77E-27,3.32E-26
ENSG00000239282.8,3.115074131,0.000152797,0.000263135
ENSG00000239437.3,5.040548481,5.54E-11,1.71E-10
ENSG00000239455.1,1.845005549,9.40E-13,3.37E-12
ENSG00000239466.3,1.140936171,1.61E-08,3.99E-08
ENSG00000239593.1,1.437151697,0.012527808,0.017477389
ENSG00000239671.1,1.432221007,3.60E-15,1.60E-14
ENSG00000239739.1,2.203156386,1.17E-31,4.94E-30
ENSG00000239873.2,4.080077258,1.07E-21,9.24E-21
ENSG00000240014.3,1.948566182,8.72E-16,4.10E-15
ENSG00000240032.1,4.817004445,0.000654264,0.001056654
ENSG00000240299.3,1.346087283,8.15E-16,3.85E-15
ENSG00000240322.3,1.241264381,2.72E-08,6.62E-08
ENSG00000240579.1,1.851439504,1.15E-17,6.51E-17
ENSG00000240589.3,2.617278479,0.018821858,0.025691376
ENSG00000240596.1,4.170080588,5.13E-27,8.89E-26
ENSG00000240616.1,1.410157124,5.35E-06,1.05E-05
ENSG00000240634.1,1.275555136,7.41E-07,1.59E-06
ENSG00000240654.6,2.537009742,2.89E-28,6.16E-27
ENSG00000240733.3,1.321017481,1.36E-05,2.59E-05
ENSG00000240869.3,1.065522578,2.02E-15,9.20E-15
ENSG00000240888.1,1.766689599,0.003773974,0.005601334
ENSG00000240914.1,1.167756899,0.025893874,0.034689919
ENSG00000241003.1,1.936155533,1.90E-18,1.17E-17
ENSG00000241128.3,1.301551005,1.72E-12,6.04E-12
ENSG00000241218.1,1.858480639,3.07E-20,2.28E-19
ENSG00000241231.2,1.297584644,3.80E-09,9.97E-09
ENSG00000241261.1,1.991947364,1.16E-23,1.27E-22
ENSG00000241416.1,5.090812327,3.93E-32,1.89E-30
ENSG00000241479.1,2.13651977,6.17E-16,2.95E-15
ENSG00000241527.1,1.037420131,0.008218532,0.011727487
ENSG00000241597.2,2.025456763,1.47E-13,5.63E-13
ENSG00000241720.2,1.452845755,5.96E-13,2.18E-12
ENSG00000241945.8,2.534195027,0.012143747,0.016972471
ENSG00000242068.1,4.112029283,1.35E-23,1.46E-22
ENSG00000242097.1,2.847511712,2.19E-24,2.62E-23
ENSG00000242119.1,1.835173029,8.98E-23,8.83E-22
ENSG00000242163.1,2.451777458,1.71E-15,7.82E-15
ENSG00000242182.3,3.509802338,2.98E-18,1.79E-17
ENSG00000242258.2,2.195974993,3.11E-06,6.26E-06
ENSG00000242268.3,2.939015577,4.53E-21,3.66E-20
ENSG00000242338.7,3.812148477,2.74E-05,5.07E-05
ENSG00000242531.1,1.787718351,5.60E-05,0.000100563
ENSG00000242595.1,2.666315601,3.48E-09,9.15E-09
ENSG00000242741.2,1.453113428,2.33E-16,1.16E-15
ENSG00000242893.3,1.330545472,9.93E-09,2.51E-08
ENSG00000243056.2,2.719152204,0.000101277,0.000177217
ENSG00000243103.3,2.14721403,3.82E-14,1.54E-13
ENSG00000243197.8,1.021286449,5.55E-19,3.60E-18
ENSG00000243384.1,1.941394181,2.13E-12,7.40E-12
ENSG00000243402.1,1.359082294,4.19E-30,1.26E-28
ENSG00000243422.4,1.062494637,6.48E-06,1.27E-05
ENSG00000243437.3,1.275228198,1.37E-05,2.61E-05
ENSG00000243449.8,1.446030657,1.17E-17,6.61E-17
ENSG00000243547.1,2.76706844,4.90E-10,1.39E-09
ENSG00000243601.1,3.050409542,7.04E-11,2.15E-10
ENSG00000243658.1,2.26403505,6.42E-22,5.71E-21
ENSG00000243659.1,2.033549586,8.57E-25,1.07E-23
ENSG00000243951.1,2.219613089,4.96E-06,9.81E-06
ENSG00000243978.9,1.230507533,4.79E-14,1.91E-13
ENSG00000244004.1,1.676263802,1.57E-09,4.26E-09
ENSG00000244219.7,1.226312431,9.26E-11,2.80E-10
ENSG00000244227.9,2.489661934,2.18E-21,1.83E-20
ENSG00000244249.1,1.13826532,4.96E-16,2.39E-15
ENSG00000244301.8,1.280381057,4.33E-17,2.30E-16
ENSG00000244327.1,1.589418559,8.24E-08,1.92E-07
ENSG00000244332.1,1.426907344,1.46E-25,2.05E-24
ENSG00000244464.2,1.003945939,1.43E-05,2.73E-05
ENSG00000244610.3,1.794761555,1.10E-12,3.93E-12
ENSG00000244676.5,4.073535452,2.69E-07,5.98E-07
ENSG00000244677.3,4.084621111,6.04E-06,1.18E-05
ENSG00000244706.4,1.920931158,1.34E-21,1.15E-20
ENSG00000244738.1,4.5975793,4.71E-33,2.85E-31
ENSG00000244757.1,1.330332279,7.22E-12,2.40E-11
ENSG00000244953.1,1.217264165,9.79E-05,0.000171504
ENSG00000245281.9,5.370753563,2.56E-11,8.12E-11
ENSG00000245322.8,1.043014941,0.000709151,0.001141212
ENSG00000245330.4,2.163999714,7.45E-10,2.08E-09
ENSG00000245479.3,1.015809588,1.27E-05,2.42E-05
ENSG00000245614.6,1.546311912,4.50E-12,1.53E-11
ENSG00000245688.1,1.126642518,1.07E-08,2.70E-08
ENSG00000246022.4,1.098086263,1.16E-17,6.56E-17
ENSG00000246228.7,1.661033008,0.008840577,0.012567173
